"Commission no.","Type (brief)","Type","Baumuster","Vehicle location","Order status financial","Order status logistical","Gross equipment price (repricing)","Additional equipment (enumeration)","Offer code  (enumeration)","Standard-/Special equipment (enumeration)","FIN","Subcategory (ID)","Vehicle alterable until","Requested delivery date",
"1684700133","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700134","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700135","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700136","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700137","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700138","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700139","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700140","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700141","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700142","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700143","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700144","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700145","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700146","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700147","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700148","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
"1684700149","2651 L","2651 L    6x4   B 13","96402412","","Ordered / in production","Factory order & alterable","","JCWV JCXX JK0U JK4E JR6M","","A0B A1E A1Y A2E A5D B1B B1F B1H B2A B2X B4M C3J C5P C6C C6I C6Q C7A C7F C7I C7J C8F C8I C9E C9S D0A D0S D1D D1P D2M D2N D2W D2Y D3B D3K D3L D4S D4Z D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D8X D9A E0D E0Q E1M E1Z E3L E3W E5A E5B E5C E5K E5M E6Z E7F E8D F0F F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Z F5L F5Y F6D F6I F6R F6T F6V F7B F7D F7T F7Y F8B F8E F8F F8V F8W G0A G0K G0R G2E G5A G5G G5L I4I I5F I6A I6I I6K I6M I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K1C K3V K5M K5Q K5Y K7N L0A L0Y L1C L1D L1G L1M L1P L1W L2H M0A M0C M0Q M0U M3D M4X M5D M5V M6L M7T M8D M8Y N1G N6Z O0A O1S O1Z O2N O3D O3J O3K O5J O8K OWY OYL OYN OYR Q1Y Q8N R2K R2U S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2K U2S U2V U3D U3F U3H U3I U3S U4U V0R V0X V1B V1W V2J V8B V8X V9F W4J X2A X2I X3W X4B Y1X Y3L Y4Z Y6A Z3Z Z4O Z4Q Z5E Z5M Z5Q Z5U Z5X Z5Y Z8P Z8U Z9A","","27B","2026-06-03 00:00:00","2026-08-01",
